0.0,0.0
1.0,0.0
-0.39999998,0.3
1.076,-0.12
-0.74088633,0.3228
0.5543225,-0.22226591
0.3475513,0.16629675
0.9971881,0.10426539
-0.28787237,0.29915643
1.1831377,-8.636171e-2
-1.0461024,0.3549413
-0.17712098,-0.31383073
0.6422487,-5.3136297e-2
0.36938697,0.19267462
1.0016491,0.1108161
-0.29380527,0.30049476
1.1796446,-8.814158e-2
-1.0363275,0.3538934
-0.14967108,-0.31089824
0.65773976,-4.4901326e-2
0.34942847,0.19732194
1.0263816,0.104828544
-0.37001425,0.3079145
1.1162398,-0.11100428
-0.85539204,0.33487195
0.31049818,-0.25661764
0.60840964,9.314945e-2
0.5749222,0.1825229
0.7197732,0.17247666
0.44717383,0.21593197
0.93598175,0.13415216
-9.2334405e-2,0.28079453
1.2688587,-2.7700322e-2
-1.2817034,0.3806576
-0.9192112,-0.38451102
-0.5674399,-0.27576336
0.27345338,-0.17023198
0.72508055,8.203602e-2
0.3459975,0.21752417
1.0499241,0.10379926
-0.43947765,0.31497726
1.0445805,-0.1318433
-0.659451,0.31337416
0.7045483,-0.19783531
0.10722108,0.2113645
1.1952696,3.2166325e-2
-0.9679708,0.3585809
4.682654e-2,-0.29039124
0.7065389,1.4047963e-2
0.3151718,0.21196169
1.072895,9.455155e-2
-0.51699364,0.32186854
0.94767314,-0.1550981
-0.41241622,0.28430197
1.04618,-0.12372487
-0.6560144,0.313854
0.71135724,-0.19680433
9.475489e-2,0.21340717
1.2008373,2.8426468e-2
-0.9903876,0.3602512
-1.2963414e-2,-0.2971163
0.7026484,-3.8890245e-3
0.3049103,0.21079452
1.0806361,9.1473095e-2
-0.54341114,0.32419086
0.910777,-0.16302335
-0.32434392,0.27323312
1.1259546,-9.730318e-2
-0.87218654,0.3377864
0.27279338,-0.261656
0.6341613,8.183802e-2
0.51881325,0.1902484
0.81341434,0.15564398
0.22934394,0.2440243
1.1703862,6.8803184e-2
-0.84892213,0.35111588
0.3421796,-0.25467664
0.58140177,0.10265388
0.6294147,0.17442054
0.6197926,0.18882442
0.65102446,0.18593778
0.5925718,0.19530734
0.7037095,0.17777154
0.48448166,0.21111286
0.88250136,0.14534451
5.501236e-2,0.26475042
1.2605135,1.6503708e-2
-1.2079483,0.37815407
-0.66464067,-0.3623845
1.916939e-2,-0.19939221
0.80009335,5.7508172e-3
0.10954176,0.24002801
1.2232288,3.286253e-2
-1.0619417,0.36696866
-0.21183965,-0.31858253
0.618591,-6.3551895e-2
0.40073133,0.1855773
0.9607575,0.1202194
-0.17205745,0.28822726
1.2467821,-5.161724e-2
-1.2278689,0.37403464
-0.7366922,-0.3683607
-0.1281622,-0.22100766
0.7559966,-3.844866e-2
0.16140822,0.22679898
1.1903254,4.8422467e-2
-0.9352019,0.35709763
0.13265407,-0.28056058
0.6948035,3.9796222e-2
0.36394364,0.20844105
1.023004,0.109183095
-0.35596904,0.30690122
1.1295017,-0.106790714
-0.8928744,0.33885053
0.22273591,-0.26786235
0.6626818,6.682078e-2
0.4520147,0.19880456
0.9127603,0.13560443
-3.0779436e-2,0.27382812
1.2725018,-9.233831e-3
-1.276199,0.38175055
-0.89840674,-0.3828597
-0.51284826,-0.26952204
0.3622593,-0.15385449
0.662421,0.1086778
0.49435562,0.19872631
0.85658383,0.1483067
0.121076554,0.25697517
1.2364519,3.6322966e-2
-1.1040155,0.37093556
-0.33545458,-0.33120465
0.51125365,-0.10063638
0.53343123,0.1533761
0.7550077,0.16002938
0.36197814,0.22650231
1.0430629,0.10859345
-0.4145789,0.3129189
1.072293,-0.12437368
-0.73411095,0.32168794
0.5672015,-0.22023329
0.32936218,0.17016046
1.0182892,9.880866e-2
-0.3528694,0.30548677
1.1311632,-0.10586082
